gun;cut_off_time;kabul_ili;varis_ili;gonderi_turu;id;varýs_gunu
2;17:30:00;20;33;APG;4989;NULL
2;17:30:00;20;33;KARGO;4990;NULL
2;17:30:00;20;33;MEKTUP;4991;NULL
1;17:20:00;20;34;APG;4992;NULL
1;17:20:00;20;34;KARGO;4993;NULL
1;17:20:00;20;34;MEKTUP;4994;NULL
1;17:30:00;20;35;APG;4995;NULL
1;17:30:00;20;35;KARGO;4996;NULL
1;17:30:00;20;35;MEKTUP;4997;NULL
2;17:30:00;20;36;APG;4998;NULL
2;17:30:00;20;36;KARGO;4999;NULL
2;17:30:00;20;36;MEKTUP;5000;NULL
2;17:30:00;20;37;APG;5001;NULL
2;17:30:00;20;37;KARGO;5002;NULL
2;17:30:00;20;37;MEKTUP;5003;NULL
1;17:30:00;20;38;APG;5004;NULL
1;17:30:00;20;38;KARGO;5005;NULL
2;17:30:00;20;38;MEKTUP;5006;NULL
2;17:20:00;20;39;APG;5007;NULL
2;17:20:00;20;39;KARGO;5008;NULL
2;17:20:00;20;39;MEKTUP;5009;NULL
2;17:30:00;20;40;APG;5010;NULL
2;17:30:00;20;40;KARGO;5011;NULL
2;17:30:00;20;40;MEKTUP;5012;NULL
1;17:30:00;20;41;APG;5013;NULL
1;17:30:00;20;41;KARGO;5014;NULL
1;17:30:00;20;41;MEKTUP;5015;NULL
1;17:30:00;20;42;APG;5016;NULL
1;17:30:00;20;42;KARGO;5017;NULL
1;17:30:00;20;42;MEKTUP;5018;NULL
1;17:30:00;20;43;APG;5019;NULL
1;17:30:00;20;43;KARGO;5020;NULL
1;17:30:00;20;43;MEKTUP;5021;NULL
2;17:30:00;20;44;APG;5022;NULL
2;17:30:00;20;44;KARGO;5023;NULL
2;17:30:00;20;44;MEKTUP;5024;NULL
1;17:30:00;20;45;APG;5025;NULL
1;17:30:00;20;45;KARGO;5026;NULL
1;17:30:00;20;45;MEKTUP;5027;NULL
2;17:30:00;20;46;APG;5028;NULL
2;17:30:00;20;46;KARGO;5029;NULL
2;17:30:00;20;46;MEKTUP;5030;NULL
2;17:30:00;20;47;APG;5031;NULL
2;17:30:00;20;47;KARGO;5032;NULL
2;17:30:00;20;47;MEKTUP;5033;NULL
1;17:30:00;20;48;APG;5034;NULL
1;17:30:00;20;48;KARGO;5035;NULL
1;17:30:00;20;48;MEKTUP;5036;NULL
2;17:30:00;20;49;APG;5037;NULL
2;17:30:00;20;49;KARGO;5038;NULL
2;17:30:00;20;49;MEKTUP;5039;NULL
2;17:30:00;20;50;APG;5040;NULL
2;17:30:00;20;50;KARGO;5041;NULL
2;17:30:00;20;50;MEKTUP;5042;NULL
2;17:30:00;20;51;APG;5043;NULL
2;17:30:00;20;51;KARGO;5044;NULL
2;17:30:00;20;51;MEKTUP;5045;NULL
2;17:30:00;20;52;APG;5046;NULL
2;17:30:00;20;52;KARGO;5047;NULL
2;17:20:00;20;52;MEKTUP;5048;NULL
2;17:20:00;20;53;APG;5049;NULL
2;17:20:00;20;53;KARGO;5050;NULL
2;17:20:00;20;53;MEKTUP;5051;NULL
1;17:30:00;20;54;APG;5052;NULL
1;17:30:00;20;54;KARGO;5053;NULL
1;17:30:00;20;54;MEKTUP;5054;NULL
2;17:30:00;20;55;APG;5055;NULL
2;17:30:00;20;55;KARGO;5056;NULL
2;17:30:00;20;55;MEKTUP;5057;NULL
2;17:30:00;20;56;APG;5058;NULL
2;17:30:00;20;56;KARGO;5059;NULL
2;17:30:00;20;56;MEKTUP;5060;NULL
2;17:30:00;20;57;APG;5061;NULL
2;17:30:00;20;57;KARGO;5062;NULL
2;17:30:00;20;57;MEKTUP;5063;NULL
2;17:30:00;20;58;APG;5064;NULL
2;17:30:00;20;58;KARGO;5065;NULL
2;17:30:00;20;58;MEKTUP;5066;NULL
2;17:20:00;20;59;APG;5067;NULL
2;17:20:00;20;59;KARGO;5068;NULL
2;17:20:00;20;59;MEKTUP;5069;NULL
2;17:30:00;20;60;APG;5070;NULL
2;17:30:00;20;60;KARGO;5071;NULL
2;17:30:00;20;60;MEKTUP;5072;NULL
2;17:20:00;20;61;APG;5073;NULL
2;17:20:00;20;61;KARGO;5074;NULL
2;17:20:00;20;61;MEKTUP;5075;NULL
2;17:30:00;20;62;APG;5076;NULL
2;17:30:00;20;62;KARGO;5077;NULL
2;17:30:00;20;62;MEKTUP;5078;NULL
2;17:20:00;20;63;APG;5079;NULL
2;17:30:00;20;63;KARGO;5080;NULL
2;17:20:00;20;63;MEKTUP;5081;NULL
1;17:30:00;20;64;APG;5082;NULL
1;17:30:00;20;64;KARGO;5083;NULL
1;17:30:00;20;64;MEKTUP;5084;NULL
2;17:30:00;20;65;APG;5085;NULL
2;17:30:00;20;65;KARGO;5086;NULL
2;17:30:00;20;65;MEKTUP;5087;NULL
2;17:30:00;20;66;APG;5088;NULL
2;17:30:00;20;66;KARGO;5089;NULL
2;17:30:00;20;66;MEKTUP;5090;NULL
1;17:30:00;20;67;APG;5091;NULL
1;17:30:00;20;67;KARGO;5092;NULL
1;17:30:00;20;67;MEKTUP;5093;NULL
2;17:30:00;20;68;APG;5094;NULL
2;17:30:00;20;68;KARGO;5095;NULL
2;17:30:00;20;68;MEKTUP;5096;NULL
2;17:30:00;20;69;APG;5097;NULL
2;17:30:00;20;69;KARGO;5098;NULL
2;17:30:00;20;69;MEKTUP;5099;NULL
1;17:30:00;20;70;APG;5100;NULL
1;17:30:00;20;70;KARGO;5101;NULL
1;17:30:00;20;70;MEKTUP;5102;NULL
2;17:30:00;20;71;APG;5103;NULL
2;17:30:00;20;71;KARGO;5104;NULL
2;17:30:00;20;71;MEKTUP;5105;NULL
2;17:30:00;20;72;APG;5106;NULL
2;17:30:00;20;72;KARGO;5107;NULL
2;17:30:00;20;72;MEKTUP;5108;NULL
2;17:30:00;20;73;APG;5109;NULL
2;17:30:00;20;73;KARGO;5110;NULL
3;17:30:00;20;73;MEKTUP;5111;NULL
1;17:30:00;20;74;APG;5112;NULL
1;17:30:00;20;74;KARGO;5113;NULL
1;17:30:00;20;74;MEKTUP;5114;NULL
2;17:30:00;20;75;APG;5115;NULL
2;17:30:00;20;75;KARGO;5116;NULL
2;17:30:00;20;75;MEKTUP;5117;NULL
2;17:30:00;20;76;APG;5118;NULL
2;17:30:00;20;76;KARGO;5119;NULL
2;17:30:00;20;76;MEKTUP;5120;NULL
1;17:30:00;20;77;APG;5121;NULL
1;17:30:00;20;77;KARGO;5122;NULL
1;17:30:00;20;77;MEKTUP;5123;NULL
2;17:30:00;20;78;APG;5124;NULL
2;17:30:00;20;78;KARGO;5125;NULL
2;17:30:00;20;78;MEKTUP;5126;NULL
2;17:30:00;20;79;APG;5127;NULL
2;17:30:00;20;79;KARGO;5128;NULL
2;17:30:00;20;79;MEKTUP;5129;NULL
2;17:30:00;20;80;APG;5130;NULL
2;17:30:00;20;80;KARGO;5131;NULL
2;17:30:00;20;80;MEKTUP;5132;NULL
1;17:30:00;20;81;APG;5133;NULL
1;17:30:00;20;81;KARGO;5134;NULL
1;17:30:00;20;81;MEKTUP;5135;NULL
1;16:40:00;21;1;APG;5136;NULL
1;16:40:00;21;1;KARGO;5137;NULL
1;16:40:00;21;1;MEKTUP;5138;NULL
2;17:30:00;21;2;APG;5139;NULL
2;17:30:00;21;2;KARGO;5140;NULL
2;17:30:00;21;2;MEKTUP;5141;NULL
2;17:30:00;21;3;APG;5142;NULL
2;17:30:00;21;3;KARGO;5143;NULL
2;17:30:00;21;3;MEKTUP;5144;NULL
2;17:30:00;21;4;APG;5145;NULL
2;17:30:00;21;4;KARGO;5146;NULL
2;17:30:00;21;4;MEKTUP;5147;NULL
2;17:30:00;21;5;APG;5148;NULL
2;17:30:00;21;5;KARGO;5149;NULL
2;17:30:00;21;5;MEKTUP;5150;NULL
2;10:10:00;21;6;APG;5151;NULL
2;10:10:00;21;6;KARGO;5152;NULL
2;10:10:00;21;6;MEKTUP;5153;NULL
2;17:30:00;21;7;APG;5154;NULL
2;17:30:00;21;7;KARGO;5155;NULL
2;17:30:00;21;7;MEKTUP;5156;NULL
2;17:30:00;21;8;APG;5157;NULL
2;17:30:00;21;8;KARGO;5158;NULL
2;17:30:00;21;8;MEKTUP;5159;NULL
2;17:30:00;21;9;APG;5160;NULL
3;17:30:00;21;9;KARGO;5161;NULL
2;17:30:00;21;9;MEKTUP;5162;NULL
2;17:30:00;21;10;APG;5163;NULL
2;17:30:00;21;10;KARGO;5164;NULL
2;17:30:00;21;10;MEKTUP;5165;NULL
2;17:30:00;21;11;APG;5166;NULL
2;17:30:00;21;11;KARGO;5167;NULL
2;17:30:00;21;11;MEKTUP;5168;NULL
1;17:30:00;21;12;APG;5169;NULL
1;17:30:00;21;12;KARGO;5170;NULL
1;17:30:00;21;12;MEKTUP;5171;NULL
1;17:30:00;21;13;APG;5172;NULL
1;17:30:00;21;13;KARGO;5173;NULL
1;17:30:00;21;13;MEKTUP;5174;NULL
2;17:30:00;21;14;APG;5175;NULL
2;17:30:00;21;14;KARGO;5176;NULL
2;17:30:00;21;14;MEKTUP;5177;NULL
2;17:30:00;21;15;APG;5178;NULL
2;17:30:00;21;15;KARGO;5179;NULL
3;17:30:00;21;15;MEKTUP;5180;NULL
2;17:30:00;21;16;APG;5181;NULL
2;17:30:00;21;16;KARGO;5182;NULL
2;17:30:00;21;16;MEKTUP;5183;NULL
2;17:30:00;21;17;APG;5184;NULL
2;17:30:00;21;17;KARGO;5185;NULL
2;17:30:00;21;17;MEKTUP;5186;NULL
2;17:30:00;21;18;APG;5187;NULL
2;17:30:00;21;18;KARGO;5188;NULL
2;17:30:00;21;18;MEKTUP;5189;NULL
2;17:30:00;21;19;APG;5190;NULL
2;17:30:00;21;19;KARGO;5191;NULL
2;17:30:00;21;19;MEKTUP;5192;NULL
3;17:30:00;21;20;APG;5193;NULL
2;17:30:00;21;20;KARGO;5194;NULL
3;17:30:00;21;20;MEKTUP;5195;NULL
2;17:30:00;21;22;APG;5196;NULL
3;17:30:00;21;22;KARGO;5197;NULL
2;17:30:00;21;22;MEKTUP;5198;NULL
1;17:30:00;21;23;APG;5199;NULL
1;17:30:00;21;23;KARGO;5200;NULL
1;17:30:00;21;23;MEKTUP;5201;NULL
2;17:30:00;21;24;APG;5202;NULL
2;17:30:00;21;24;KARGO;5203;NULL
2;17:30:00;21;24;MEKTUP;5204;NULL
1;17:30:00;21;25;APG;5205;NULL
1;17:30:00;21;25;KARGO;5206;NULL
1;17:30:00;21;25;MEKTUP;5207;NULL
2;17:30:00;21;26;APG;5208;NULL
2;17:30:00;21;26;KARGO;5209;NULL
2;17:30:00;21;26;MEKTUP;5210;NULL
1;16:40:00;21;27;APG;5211;NULL
1;17:30:00;21;27;APG;5212;NULL
1;16:40:00;21;27;KARGO;5213;NULL
1;17:30:00;21;27;KARGO;5214;NULL
1;16:40:00;21;27;MEKTUP;5215;NULL
1;17:30:00;21;27;MEKTUP;5216;NULL
2;17:30:00;21;28;APG;5217;NULL
3;17:30:00;21;28;KARGO;5218;NULL
2;17:30:00;21;28;MEKTUP;5219;NULL
2;17:30:00;21;29;APG;5220;NULL
2;17:30:00;21;29;KARGO;5221;NULL
2;17:30:00;21;29;MEKTUP;5222;NULL
2;17:30:00;21;30;APG;5223;NULL
2;17:30:00;21;30;KARGO;5224;NULL
2;17:30:00;21;30;MEKTUP;5225;NULL
2;16:40:00;21;31;APG;5226;NULL
2;16:40:00;21;31;KARGO;5227;NULL
2;16:40:00;21;31;MEKTUP;5228;NULL
2;17:30:00;21;32;APG;5229;NULL
2;17:30:00;21;32;KARGO;5230;NULL
2;17:30:00;21;32;MEKTUP;5231;NULL
1;16:40:00;21;33;APG;5232;NULL
1;16:40:00;21;33;KARGO;5233;NULL
1;16:40:00;21;33;MEKTUP;5234;NULL
1;17:30:00;21;34;APG;5235;NULL
2;17:30:00;21;34;KARGO;5236;NULL
1;17:30:00;21;34;MEKTUP;5237;NULL
2;17:30:00;21;35;APG;5238;NULL
2;17:30:00;21;35;KARGO;5239;NULL
2;17:30:00;21;35;MEKTUP;5240;NULL
2;17:30:00;21;36;APG;5241;NULL
2;17:30:00;21;36;KARGO;5242;NULL
2;17:30:00;21;36;MEKTUP;5243;NULL
2;17:30:00;21;37;APG;5244;NULL
2;17:30:00;21;37;KARGO;5245;NULL
2;17:30:00;21;37;MEKTUP;5246;NULL
2;17:30:00;21;38;APG;5247;NULL
2;17:30:00;21;38;KARGO;5248;NULL
2;17:30:00;21;38;MEKTUP;5249;NULL
2;17:30:00;21;39;APG;5250;NULL
3;17:30:00;21;39;KARGO;5251;NULL
2;17:30:00;21;39;MEKTUP;5252;NULL
2;17:30:00;21;40;APG;5253;NULL
2;17:30:00;21;40;KARGO;5254;NULL
2;17:30:00;21;40;MEKTUP;5255;NULL
2;17:30:00;21;41;APG;5256;NULL
2;17:30:00;21;41;KARGO;5257;NULL
2;17:30:00;21;41;MEKTUP;5258;NULL
2;17:30:00;21;42;APG;5259;NULL
2;17:30:00;21;42;KARGO;5260;NULL
2;17:30:00;21;42;MEKTUP;5261;NULL
2;17:30:00;21;43;APG;5262;NULL
2;17:30:00;21;43;KARGO;5263;NULL
2;17:30:00;21;43;MEKTUP;5264;NULL
1;17:30:00;21;44;APG;5265;NULL
1;17:30:00;21;44;KARGO;5266;NULL
1;17:30:00;21;44;MEKTUP;5267;NULL
2;17:30:00;21;45;APG;5268;NULL
2;17:30:00;21;45;KARGO;5269;NULL
2;17:30:00;21;45;MEKTUP;5270;NULL
2;17:30:00;21;46;APG;5271;NULL
2;17:30:00;21;46;KARGO;5272;NULL
2;17:30:00;21;46;MEKTUP;5273;NULL
1;17:30:00;21;47;APG;5274;NULL
1;17:30:00;21;47;KARGO;5275;NULL
1;17:30:00;21;47;MEKTUP;5276;NULL
2;17:30:00;21;48;APG;5277;NULL
2;17:30:00;21;48;KARGO;5278;NULL
2;17:30:00;21;48;MEKTUP;5279;NULL
1;17:30:00;21;49;APG;5280;NULL
1;17:30:00;21;49;KARGO;5281;NULL
1;17:30:00;21;49;MEKTUP;5282;NULL
2;17:30:00;21;50;APG;5283;NULL
2;17:30:00;21;50;KARGO;5284;NULL
2;17:30:00;21;50;MEKTUP;5285;NULL
2;17:30:00;21;51;APG;5286;NULL
2;17:30:00;21;51;KARGO;5287;NULL
2;17:30:00;21;51;MEKTUP;5288;NULL
2;17:30:00;21;52;APG;5289;NULL
2;17:30:00;21;52;KARGO;5290;NULL
2;17:30:00;21;52;MEKTUP;5291;NULL
2;17:30:00;21;53;APG;5292;NULL
2;17:30:00;21;53;KARGO;5293;NULL
2;17:30:00;21;53;MEKTUP;5294;NULL
2;17:30:00;21;54;APG;5295;NULL
2;17:30:00;21;54;KARGO;5296;NULL
2;17:30:00;21;54;MEKTUP;5297;NULL
2;17:30:00;21;55;APG;5298;NULL
2;17:30:00;21;55;KARGO;5299;NULL
2;17:30:00;21;55;MEKTUP;5300;NULL
1;17:30:00;21;56;APG;5301;NULL
1;17:30:00;21;56;KARGO;5302;NULL
1;17:30:00;21;56;MEKTUP;5303;NULL
2;17:30:00;21;57;APG;5304;NULL
2;17:30:00;21;57;KARGO;5305;NULL
2;17:30:00;21;57;MEKTUP;5306;NULL
2;17:30:00;21;58;APG;5307;NULL
2;17:30:00;21;58;KARGO;5308;NULL
2;17:30:00;21;58;MEKTUP;5309;NULL
2;17:30:00;21;59;APG;5310;NULL
3;17:30:00;21;59;KARGO;5311;NULL
2;17:30:00;21;59;MEKTUP;5312;NULL
2;17:30:00;21;60;APG;5313;NULL
2;17:30:00;21;60;KARGO;5314;NULL
2;17:30:00;21;60;MEKTUP;5315;NULL
2;17:30:00;21;61;APG;5316;NULL
2;17:30:00;21;61;KARGO;5317;NULL
2;17:30:00;21;61;MEKTUP;5318;NULL
1;17:30:00;21;62;APG;5319;NULL
1;17:30:00;21;62;KARGO;5320;NULL
1;17:30:00;21;62;MEKTUP;5321;NULL
1;16:40:00;21;63;APG;5322;NULL
1;17:30:00;21;63;APG;5323;NULL
1;16:40:00;21;63;KARGO;5324;NULL
1;17:30:00;21;63;KARGO;5325;NULL
1;16:40:00;21;63;MEKTUP;5326;NULL
1;17:30:00;21;63;MEKTUP;5327;NULL
2;17:30:00;21;64;APG;5328;NULL
2;17:30:00;21;64;KARGO;5329;NULL
2;17:30:00;21;64;MEKTUP;5330;NULL
1;17:30:00;21;65;APG;5331;NULL
1;17:30:00;21;65;KARGO;5332;NULL
1;17:30:00;21;65;MEKTUP;5333;NULL
2;10:10:00;21;66;APG;5334;NULL
2;10:10:00;21;66;KARGO;5335;NULL
2;10:10:00;21;66;MEKTUP;5336;NULL
2;17:30:00;21;67;APG;5337;NULL
2;17:30:00;21;67;KARGO;5338;NULL
2;17:30:00;21;67;MEKTUP;5339;NULL
2;17:30:00;21;68;APG;5340;NULL
2;17:30:00;21;68;KARGO;5341;NULL
2;17:30:00;21;68;MEKTUP;5342;NULL
2;17:30:00;21;69;APG;5343;NULL
2;17:30:00;21;69;KARGO;5344;NULL
2;17:30:00;21;69;MEKTUP;5345;NULL
2;17:30:00;21;70;APG;5346;NULL
2;17:30:00;21;70;KARGO;5347;NULL
2;17:30:00;21;70;MEKTUP;5348;NULL
2;17:30:00;21;71;APG;5349;NULL
2;17:30:00;21;71;KARGO;5350;NULL
2;17:30:00;21;71;MEKTUP;5351;NULL
1;17:30:00;21;72;APG;5352;NULL
1;17:30:00;21;72;KARGO;5353;NULL
1;17:30:00;21;72;MEKTUP;5354;NULL
1;17:30:00;21;73;APG;5355;NULL
1;17:30:00;21;73;KARGO;5356;NULL
2;17:30:00;21;73;MEKTUP;5357;NULL
2;17:30:00;21;74;APG;5358;NULL
2;17:30:00;21;74;KARGO;5359;NULL
2;17:30:00;21;74;MEKTUP;5360;NULL
2;17:30:00;21;75;APG;5361;NULL
2;17:30:00;21;75;KARGO;5362;NULL
2;17:30:00;21;75;MEKTUP;5363;NULL
2;17:30:00;21;76;APG;5364;NULL
2;17:30:00;21;76;KARGO;5365;NULL
2;17:30:00;21;76;MEKTUP;5366;NULL
2;17:30:00;21;77;APG;5367;NULL
2;17:30:00;21;77;KARGO;5368;NULL
2;17:30:00;21;77;MEKTUP;5369;NULL
2;17:30:00;21;78;APG;5370;NULL
2;17:30:00;21;78;KARGO;5371;NULL
2;17:30:00;21;78;MEKTUP;5372;NULL
1;16:40:00;21;79;APG;5373;NULL
1;16:40:00;21;79;KARGO;5374;NULL
1;16:40:00;21;79;MEKTUP;5375;NULL
1;16:40:00;21;80;APG;5376;NULL
1;16:40:00;21;80;KARGO;5377;NULL
1;16:40:00;21;80;MEKTUP;5378;NULL
2;17:30:00;21;81;APG;5379;NULL
2;17:30:00;21;81;KARGO;5380;NULL
2;17:30:00;21;81;MEKTUP;5381;NULL
2;16:10:00;22;1;APG;5382;NULL
2;16:10:00;22;1;KARGO;5383;NULL
2;16:10:00;22;1;MEKTUP;5384;NULL
2;16:10:00;22;2;APG;5385;NULL
2;16:10:00;22;2;KARGO;5386;NULL
2;16:10:00;22;2;MEKTUP;5387;NULL
2;16:10:00;22;3;APG;5388;NULL
2;16:10:00;22;3;KARGO;5389;NULL
2;16:10:00;22;3;MEKTUP;5390;NULL
2;16:10:00;22;4;APG;5391;NULL
2;16:10:00;22;4;KARGO;5392;NULL
2;16:10:00;22;4;MEKTUP;5393;NULL
2;16:10:00;22;5;APG;5394;NULL
2;16:10:00;22;5;KARGO;5395;NULL
2;16:10:00;22;5;MEKTUP;5396;NULL
2;16:10:00;22;6;APG;5397;NULL
2;16:10:00;22;6;KARGO;5398;NULL
2;16:10:00;22;6;MEKTUP;5399;NULL
2;16:10:00;22;7;APG;5400;NULL
2;16:10:00;22;7;KARGO;5401;NULL
2;16:10:00;22;7;MEKTUP;5402;NULL
2;16:10:00;22;8;APG;5403;NULL
2;16:10:00;22;8;KARGO;5404;NULL
2;16:10:00;22;8;MEKTUP;5405;NULL
2;16:10:00;22;9;APG;5406;NULL
2;16:10:00;22;9;KARGO;5407;NULL
2;16:10:00;22;9;MEKTUP;5408;NULL
2;16:10:00;22;10;APG;5409;NULL
2;16:10:00;22;10;KARGO;5410;NULL
2;16:10:00;22;10;MEKTUP;5411;NULL
2;16:10:00;22;11;APG;5412;NULL
2;16:10:00;22;11;KARGO;5413;NULL
2;16:10:00;22;11;MEKTUP;5414;NULL
2;16:10:00;22;12;APG;5415;NULL
3;16:10:00;22;12;APG;5416;NULL
3;16:10:00;22;12;KARGO;5417;NULL
2;16:10:00;22;12;MEKTUP;5418;NULL
3;16:10:00;22;12;MEKTUP;5419;NULL
2;16:10:00;22;13;APG;5420;NULL
3;16:10:00;22;13;KARGO;5421;NULL
2;16:10:00;22;13;MEKTUP;5422;NULL
2;16:10:00;22;14;APG;5423;NULL
2;16:10:00;22;14;KARGO;5424;NULL
2;16:10:00;22;14;MEKTUP;5425;NULL
2;16:10:00;22;15;APG;5426;NULL
2;16:10:00;22;15;KARGO;5427;NULL
3;16:10:00;22;15;MEKTUP;5428;NULL
2;16:10:00;22;16;APG;5429;NULL
2;16:10:00;22;16;KARGO;5430;NULL
2;16:10:00;22;16;MEKTUP;5431;NULL
2;16:10:00;22;17;APG;5432;NULL
2;16:10:00;22;17;KARGO;5433;NULL
2;16:10:00;22;17;MEKTUP;5434;NULL
2;16:10:00;22;18;APG;5435;NULL
2;16:10:00;22;18;KARGO;5436;NULL
2;16:10:00;22;18;MEKTUP;5437;NULL
2;16:10:00;22;19;APG;5438;NULL
2;16:10:00;22;19;KARGO;5439;NULL
2;16:10:00;22;19;MEKTUP;5440;NULL
3;16:10:00;22;20;APG;5441;NULL
2;16:10:00;22;20;KARGO;5442;NULL
3;16:10:00;22;20;MEKTUP;5443;NULL
2;16:10:00;22;21;APG;5444;NULL
2;16:10:00;22;21;KARGO;5445;NULL
2;16:10:00;22;21;MEKTUP;5446;NULL
2;16:10:00;22;23;APG;5447;NULL
3;16:10:00;22;23;APG;5448;NULL
3;16:10:00;22;23;KARGO;5449;NULL
2;16:10:00;22;23;MEKTUP;5450;NULL
3;16:10:00;22;23;MEKTUP;5451;NULL
2;16:10:00;22;24;APG;5452;NULL
2;16:10:00;22;24;KARGO;5453;NULL
2;16:10:00;22;24;MEKTUP;5454;NULL
2;16:10:00;22;25;APG;5455;NULL
2;16:10:00;22;25;KARGO;5456;NULL
2;16:10:00;22;25;MEKTUP;5457;NULL
2;16:10:00;22;26;APG;5458;NULL
2;16:10:00;22;26;KARGO;5459;NULL
2;16:10:00;22;26;MEKTUP;5460;NULL
2;16:10:00;22;27;APG;5461;NULL
2;16:10:00;22;27;KARGO;5462;NULL
2;16:10:00;22;27;MEKTUP;5463;NULL
2;16:10:00;22;28;APG;5464;NULL
2;16:10:00;22;28;KARGO;5465;NULL
2;16:10:00;22;28;MEKTUP;5466;NULL
2;16:10:00;22;29;APG;5467;NULL
3;16:10:00;22;29;APG;5468;NULL
3;16:10:00;22;29;KARGO;5469;NULL
3;16:10:00;22;29;MEKTUP;5470;NULL
3;16:10:00;22;30;APG;5471;NULL
4;16:10:00;22;30;APG;5472;NULL
4;16:10:00;22;30;KARGO;5473;NULL
3;16:10:00;22;30;MEKTUP;5474;NULL
4;16:10:00;22;30;MEKTUP;5475;NULL
2;16:10:00;22;31;APG;5476;NULL
3;16:10:00;22;31;APG;5477;NULL
2;16:10:00;22;31;KARGO;5478;NULL
2;16:10:00;22;31;MEKTUP;5479;NULL
3;16:10:00;22;31;MEKTUP;5480;NULL
2;16:10:00;22;32;APG;5481;NULL
2;16:10:00;22;32;KARGO;5482;NULL
2;16:10:00;22;32;MEKTUP;5483;NULL
2;16:10:00;22;33;APG;5484;NULL
2;16:10:00;22;33;KARGO;5485;NULL
2;16:10:00;22;33;MEKTUP;5486;NULL
1;16:10:00;22;34;APG;5487;NULL
1;16:10:00;22;34;KARGO;5488;NULL
1;16:10:00;22;34;MEKTUP;5489;NULL
2;16:10:00;22;35;APG;5490;NULL
2;16:10:00;22;35;KARGO;5491;NULL
2;16:10:00;22;35;MEKTUP;5492;NULL
2;16:10:00;22;36;APG;5493;NULL
2;16:10:00;22;36;KARGO;5494;NULL
2;16:10:00;22;36;MEKTUP;5495;NULL
2;16:10:00;22;37;APG;5496;NULL
2;16:10:00;22;37;KARGO;5497;NULL
2;16:10:00;22;37;MEKTUP;5498;NULL
2;16:10:00;22;38;APG;5499;NULL
2;16:10:00;22;38;KARGO;5500;NULL
2;16:10:00;22;38;MEKTUP;5501;NULL
1;16:10:00;22;39;APG;5502;NULL
1;16:10:00;22;39;KARGO;5503;NULL
1;16:10:00;22;39;MEKTUP;5504;NULL
2;16:10:00;22;40;APG;5505;NULL
2;16:10:00;22;40;KARGO;5506;NULL
2;16:10:00;22;40;MEKTUP;5507;NULL
2;16:10:00;22;41;APG;5508;NULL
2;16:10:00;22;41;KARGO;5509;NULL
2;16:10:00;22;41;MEKTUP;5510;NULL
2;16:10:00;22;42;APG;5511;NULL
2;16:10:00;22;42;KARGO;5512;NULL
2;16:10:00;22;42;MEKTUP;5513;NULL
2;16:10:00;22;43;APG;5514;NULL
2;16:10:00;22;43;KARGO;5515;NULL
2;16:10:00;22;43;MEKTUP;5516;NULL
2;16:10:00;22;44;APG;5517;NULL
2;16:10:00;22;44;KARGO;5518;NULL
2;16:10:00;22;44;MEKTUP;5519;NULL
2;16:10:00;22;45;APG;5520;NULL
2;16:10:00;22;45;KARGO;5521;NULL
2;16:10:00;22;45;MEKTUP;5522;NULL
2;16:10:00;22;46;APG;5523;NULL
2;16:10:00;22;46;KARGO;5524;NULL
2;16:10:00;22;46;MEKTUP;5525;NULL
2;16:10:00;22;47;APG;5526;NULL
2;16:10:00;22;47;KARGO;5527;NULL
2;16:10:00;22;47;MEKTUP;5528;NULL
2;16:10:00;22;48;APG;5529;NULL
2;16:10:00;22;48;KARGO;5530;NULL
2;16:10:00;22;48;MEKTUP;5531;NULL
2;16:10:00;22;49;APG;5532;NULL
2;16:10:00;22;49;KARGO;5533;NULL
2;16:10:00;22;49;MEKTUP;5534;NULL
2;16:10:00;22;50;APG;5535;NULL
2;16:10:00;22;50;KARGO;5536;NULL
2;16:10:00;22;50;MEKTUP;5537;NULL
2;16:10:00;22;51;APG;5538;NULL
2;16:10:00;22;51;KARGO;5539;NULL
2;16:10:00;22;51;MEKTUP;5540;NULL
2;16:10:00;22;52;APG;5541;NULL
2;16:10:00;22;52;KARGO;5542;NULL
2;16:10:00;22;52;MEKTUP;5543;NULL
1;16:10:00;22;53;APG;5544;NULL
1;16:10:00;22;53;KARGO;5545;NULL
1;16:10:00;22;53;MEKTUP;5546;NULL
1;16:10:00;22;54;APG;5547;NULL
1;16:10:00;22;54;KARGO;5548;NULL
1;16:10:00;22;54;MEKTUP;5549;NULL
2;16:10:00;22;55;APG;5550;NULL
2;16:10:00;22;55;KARGO;5551;NULL
2;16:10:00;22;55;MEKTUP;5552;NULL
2;16:10:00;22;56;APG;5553;NULL
2;16:10:00;22;56;KARGO;5554;NULL
2;16:10:00;22;56;MEKTUP;5555;NULL
2;16:10:00;22;57;APG;5556;NULL
2;16:10:00;22;57;KARGO;5557;NULL
2;16:10:00;22;57;MEKTUP;5558;NULL
2;16:10:00;22;58;APG;5559;NULL
2;16:10:00;22;58;KARGO;5560;NULL
2;16:10:00;22;58;MEKTUP;5561;NULL
1;16:10:00;22;59;APG;5562;NULL
1;16:10:00;22;59;KARGO;5563;NULL
1;16:10:00;22;59;MEKTUP;5564;NULL
2;16:10:00;22;60;APG;5565;NULL
2;16:10:00;22;60;KARGO;5566;NULL
2;16:10:00;22;60;MEKTUP;5567;NULL
2;16:10:00;22;61;APG;5568;NULL
2;16:10:00;22;61;KARGO;5569;NULL
